0,0354037674
1,6674080062
2,2851438075
3,4804871538
4,1854408134
5,8748243640
6,2576805546
7,5000821384
8,8202781020
9,2086434121
10,8548271207
11,3341518516
12,7626631128
13,1804742812
14,7303410245
15,5263751568
16,1144331417
17,8838301648
18,0133783727
19,6701224178
20,6245846520
21,8145638484
22,6010522710
23,3458205026
24,4388804268
25,6864815168
26,0214365265
27,5850735116
28,1677002018
29,0763434348
30,5325431373
31,6405362866
32,8811066313
33,2083386188
34,1021424332
35,6564562778
36,2414715828
37,3771485188
38,6712520087
39,5342063021
40,4475238085
41,6848233854
42,2232036751
43,5141713072
44,8518833448
45,0754556478
46,8021462022
47,3068235057
48,6683840444
49,3481344365
50,6351563415
51,8313770464
52,8132680406
53,0760213752
54,4504141507
55,1370077825
56,0010066307
57,1188144468
58,0233782757
59,0033562524
60,6603626586
61,1158566513
62,0483707344
63,1381428106
64,3022557163
65,0718864057
66,3401882152
67,6125400170
68,7088762487
69,1834478232
70,2687281206
71,4077304201
72,3024283787
73,7046010646
74,7866462852
75,2017672627
76,1205442850
77,4726410817
78,5353744562
79,7602315066
80,8746304146
81,3486171147
82,8258117245
83,2338287874
84,8821866411
85,6310778844
86,4568887035
87,2433420463
88,7128310732
89,0017351461
90,6331681465
91,7182362554
92,4058274441
93,1132163734
94,8331430403
95,4744341860
96,0338660405
97,7451408018
98,1435881807
99,7544083858
100,5140333864
101,2075714801
102,2803842475
103,4448335840
104,2753347367
105,3037710461
106,3353650457
107,8706764258
108,7604188877
109,8830387310
110,1270531487
111,8677474170
112,7086638533
113,7787714160
114,4666886008
115,3144883886
116,3013745754
117,2317727364
118,0156235012
119,7330016028
120,1204386713
121,5263235348
122,0600253274
123,8487112387
124,5214205584
125,2672161381
126,5757441368
127,3403052866
128,4882315235
129,8206886757
130,4317257245
131,1481031148
132,5484317825
133,8648545444
134,5251550120
135,4186842168
136,1733457648
137,8717401665
138,3860441272
139,8474868173
140,8385824783
141,1765471143
142,4867103710
143,6174877711
144,0428172772
145,8462584160
146,7704730742
147,7757415434
148,2337340532
149,3853543686
150,1644438288
151,6875820480
152,2631246410
153,3541874478
154,1642066403
155,1472733143
156,1430164757
157,0242177283
158,0826468073
159,4400061856
160,7551264886
161,3038663757
162,3024747370
163,2888763844
164,8135316130
165,5101533605
166,4421333653
167,4756587435
168,8252716872
169,1708572648
170,3282347705
171,7888731006
172,6707855667
173,8701044845
174,8474283346
175,8600358868
176,4544253838
177,6754573828
178,8232371625
179,4750854874
180,8586144750
181,8671348721
182,1458622808
183,4614472531
184,7688077308
185,5721335604
186,3545512104
187,2005168776
188,8774020844
189,4530204264
190,7562314058
191,7156515753
192,1187025067
193,1557388636
194,6817847082
195,3027567052
196,2032066064
197,8166288782
198,4065447841
199,6756422757
