0,0354037679
1,6699080067
2,2851938095
3,4994891538
4,1854908134
5,8749243690
6,2576805546
7,5000921394
8,8202781020
9,2086434121
10,8549271207
11,3941519516
12,7626631128
13,1904742812
14,7363910245
15,5263751568
16,1194331417
17,8938301648
18,0133793927
19,6701224178
20,6295846570
21,8145639489
22,6010522710
23,3458205026
24,4399804268
25,6864815168
26,0214365265
27,5990735116
28,1677002019
29,0763434348
30,5325431373
31,6905362866
32,8811066313
33,2093396188
34,1021424332
35,6764562778
36,2414715928
37,3771485189
38,6712520087
39,5392063021
40,4475239085
41,6848233854
42,2232036751
43,5141713072
44,8519833944
45,0759556479
46,8021962022
47,3069235059
48,6603940446
49,3991394365
50,6351563915
51,2313770969
52,8132690406
53,0762213752
54,4509141507
55,1390077825
56,0010066307
57,1198149469
58,0233792757
59,0033562529
60,6603626586
61,1150561513
62,0493907344
63,1381428106
64,3022557163
65,0718864057
66,3401882158
67,6129590019
68,7098762497
69,1934475232
70,2697281206
71,9077204281
72,3029283787
73,7096010646
74,7906962252
75,2017672627
76,1209544285
77,4776410817
78,5353744562
79,7602315066
80,9946304146
81,3496171147
82,9359117245
83,2338289897
84,8821966411
85,4310728944
86,9668897035
87,2433920963
88,7128310732
89,6017351461
90,6331681465
91,1182362554
92,4058234941
93,1132163739
94,9331930903
95,4749341860
96,0339660405
97,7951408018
98,1935891807
99,7549683868
100,5190333864
101,2075914501
102,2803842475
103,9498335840
104,2553349367
105,3037710461
106,3353653497
107,5706764258
108,7604188877
109,9830938731
110,1270931487
111,8477974170
112,7086638553
113,7797719160
114,9606986608
115,3149093886
116,3013795754
117,2319727314
118,0156235012
119,7330016028
120,1209396713
121,5263235348
122,0600253279
123,8499112387
124,5219205584
125,2672181381
126,5957941368
127,3403052866
128,4832315255
129,5206886757
130,4317257245
131,1481031148
132,9994317805
133,8642595449
134,5251550120
135,9186842169
136,1133457698
137,8717901665
138,3860441272
139,9479968173
140,8385924783
141,1769921143
142,9867103710
143,6174877711
144,0420172772
145,8962584160
146,3704730742
147,7757415934
148,2337340532
149,3853543686
150,1644938280
151,6975920480
152,2831295410
153,3541874478
154,1642066403
155,1472733143
156,1430169757
157,0242197293
158,0826968073
159,4400061856
160,7551269896
161,3038663757
162,3024974739
163,2988763844
164,8135310130
165,5101533605
166,4421933553
167,9756587435
168,8252716872
169,1708672648
170,3282349705
171,7898331006
172,6707355669
173,8701044945
174,9474283346
175,9600359868
176,9549253838
177,6954573528
178,9232271625
179,9750854879
180,8586144750
181,8671349721
182,1459622508
183,4614472531
184,9689077398
185,5721335604
186,3545512109
187,2005168776
188,9774020849
189,4530209264
190,7562314058
191,7156515753
192,1197025069
193,1557388836
194,6817847092
195,3047567052
196,2032066064
197,8166298752
198,9669447891
199,6756422787
